LOG_NO,COMPLAINT_DATE,ASSIGNMENT,CASE_TYPE,CURRENT_STATUS,CURRENT_CATEGORY,FINDING_CODE,POLICE_SHOOTING,BEAT,RACE_OF_COMPLAINANT,SEX_OF_COMPLAINANT,AGE_OF_COMPLAINANT,COMPLAINT_HOUR,COMPLAINT_DAY,COMPLAINT_MONTH
1035458,04/15/2010 03:25:17 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,EXONERATED,No,915,African American / Black,Male,50-59,15,5,4
1035458,04/15/2010 03:25:17 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,EXONERATED,No,915,African American / Black,Male,20-29,15,5,4
1035461,04/15/2010 04:15:27 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,631,African American / Black,Female,50-59,16,5,4
1035465,04/15/2010 06:05:31 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,726,African American / Black,Female,20-29,18,5,4
1035470,04/15/2010 08:44:44 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,2412,African American / Black,Male,30-39,20,5,4
1035475,04/16/2010 01:05:46 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1513,African American / Black,Male,0-19,1,6,4
1035476,04/16/2010 01:15:42 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1024,African American / Black,Male,20-29,1,6,4
1035478,04/16/2010 07:17:06 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1134,African American / Black,Male,20-29,7,6,4
1035479,04/16/2010 08:05:54 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,823,African American / Black,Male,20-29,8,6,4
1035480,04/16/2010 09:21:32 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,2212,African American / Black,Female,0-19,9,6,4
1035486,04/16/2010 12:13:43 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1022,African American / Black,Male,20-29,12,6,4
1035486,04/16/2010 12:13:43 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1022,African American / Black,Male,20-29,12,6,4
1035486,04/16/2010 12:13:43 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1022,African American / Black,Male,20-29,12,6,4
1035493,04/16/2010 03:12:46 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,0 | 1524,African American / Black,Male,20-29,15,6,4
1035495,04/16/2010 03:56:43 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1522 | 1513,African American / Black,Male,30-39,15,6,4
1035495,04/16/2010 03:56:43 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1522 | 1513,African American / Black,Female,20-29,15,6,4
1035499,04/16/2010 05:07:29 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,411,African American / Black,Female,20-29,17,6,4
1035499,04/16/2010 05:07:29 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,411,African American / Black,Male,0-19,17,6,4
1035501,04/16/2010 05:28:47 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1011,African American / Black,Male,20-29,17,6,4
1035503,04/16/2010 06:24:22 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,825,African American / Black,Male,0-19,18,6,4
1035503,04/16/2010 06:24:22 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,825,African American / Black,Male,0-19,18,6,4
1035507,04/16/2010 09:02:38 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,231,African American / Black,Female,0-19,21,6,4
1035510,04/17/2010 01:23:31 AM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,414,African American / Black,Male,20-29,1,7,4
1035511,04/17/2010 04:30:02 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1531,African American / Black,Male,0-19,4,7,4
1035512,04/17/2010 04:39:24 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2532,African American / Black,Male,50-59,4,7,4
1035519,04/17/2010 06:57:08 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,334,African American / Black,Female,0-19,18,7,4
1035521,04/17/2010 08:26:17 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,324,African American / Black,Male,20-29,20,7,4
1035526,04/18/2010 03:20:38 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1511,African American / Black,Male,30-39,3,1,4
1035527,04/18/2010 04:58:42 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,1431,White,Male,20-29,4,1,4
1035527,04/18/2010 04:58:42 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,1431,White,Male,20-29,4,1,4
1035528,04/18/2010 05:00:51 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1511,African American / Black,Male,20-29,5,1,4
1035530,04/18/2010 08:06:54 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,924,African American / Black,Male,20-29,8,1,4
1035531,04/18/2010 11:27:18 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2512,Hispanic,Male,20-29,11,1,4
1035532,04/18/2010 11:31:00 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1924,African American / Black,Male,40-49,11,1,4
1035542,04/18/2010 08:45:01 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,421,African American / Black,Male,30-39,20,1,4
1035554,04/19/2010 12:54:35 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1012,African American / Black,Male,40-49,12,2,4
1035555,04/19/2010 01:23:02 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2524,Hispanic,Male,30-39,13,2,4
1035557,04/19/2010 01:34:55 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,725,African American / Black,Female,0-19,13,2,4
1035565,04/19/2010 04:27:51 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,631,African American / Black,Female,40-49,16,2,4
1035574,04/19/2010 08:04:09 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,512,African American / Black,Male,0-19,20,2,4
1035579,04/20/2010 02:55:55 AM,IPRA,Complaint,Closed,Coercion,NO AFFIDAVIT,No,835,African American / Black,Female,50-59,2,3,4
1035581,04/20/2010 04:29:59 AM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,1824,White,Male,30-39,4,3,4
1035582,04/20/2010 05:43:58 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1513,African American / Black,Male,20-29,5,3,4
1035583,04/20/2010 07:54:39 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,831,African American / Black,Male,20-29,7,3,4
1035584,04/20/2010 09:59:26 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,523,African American / Black,Female,20-29,9,3,4
1035586,04/20/2010 10:23:14 AM,IPRA,Complaint,Closed,Coercion,UNFOUNDED,No,722,African American / Black,Male,0-19,10,3,4
1035589,04/20/2010 11:16:40 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,824,Hispanic,Male,40-49,11,3,4
1035593,04/20/2010 11:46:56 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1022,Hispanic,Male,0-19,11,3,4
1035594,04/20/2010 12:15:55 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1124,African American / Black,Male,30-39,12,3,4
1035595,04/20/2010 12:20:14 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1223 | 1332,African American / Black,Male,30-39,12,3,4
1035611,04/20/2010 06:11:53 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1513,African American / Black,Male,20-29,18,3,4
1035616,04/20/2010 09:30:23 PM,IPRA,Complaint,Closed,Firearm Discharge - Hits,UNFOUNDED,No,632,African American / Black,Male,20-29,21,3,4
1035618,04/20/2010 10:09:30 PM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,632,African American / Black,Male,20-29,22,3,4
1035619,04/21/2010 12:16:53 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,723,African American / Black,Male,0-19,0,4,4
1035620,04/21/2010 12:21:53 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2432,African American / Black,Male,20-29,0,4,4
1035622,04/21/2010 06:57:13 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1123,African American / Black,Female,20-29,6,4,4
1035628,04/21/2010 11:40:11 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1134,African American / Black,Male,20-29,11,4,4
1035629,04/21/2010 11:48:14 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1831,Hispanic,Female,20-29,11,4,4
1035633,04/21/2010 12:44:28 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2533,African American / Black,Male,50-59,12,4,4
1035634,04/21/2010 01:27:12 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,323,African American / Black,Male,40-49,13,4,4
1035635,04/21/2010 02:30:04 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1924 | 1913,Hispanic,Male,20-29,14,4,4
1035643,04/21/2010 05:41:36 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1134,African American / Black,Male,20-29,17,4,4
1035646,04/21/2010 07:18:38 PM,IPRA,Complaint,Closed,Miscellaneous,UNFOUNDED,No,531,African American / Black,Male,40-49,19,4,4
1035647,04/21/2010 07:57:04 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1023,Hispanic,Male,0-19,19,4,4
1035647,04/21/2010 07:57:04 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1023,African American / Black,Male,0-19,19,4,4
1035650,04/21/2010 09:07:56 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,711,African American / Black,Male,40-49,21,4,4
1035660,04/22/2010 10:58:17 AM,IPRA,Complaint,Closed,Excessive Force,No Finding,No,1011,African American / Black,Male,20-29,10,5,4
1035664,04/22/2010 11:34:20 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,1014,African American / Black,Male,20-29,11,5,4
1035665,04/22/2010 12:07:11 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1532,African American / Black,Male,50-59,12,5,4
1035667,04/22/2010 12:20:41 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2331,African American / Black,Male,30-39,12,5,4
1035668,04/22/2010 12:30:00 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1524,African American / Black,Male,0-19,12,5,4
1035669,04/22/2010 12:38:15 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1531,African American / Black,Male,20-29,12,5,4
1035670,04/22/2010 02:23:05 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1132,African American / Black,Male,20-29,14,5,4
1035673,04/22/2010 03:38:11 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1523,African American / Black,Male,40-49,15,5,4
1035681,04/22/2010 06:49:41 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1422,African American / Black,Male,20-29,18,5,4
1035682,04/22/2010 06:54:18 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1112,African American / Black,Male,0-19,18,5,4
1035685,04/22/2010 09:15:13 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,511,African American / Black,Female,20-29,21,5,4
1035686,04/22/2010 09:30:21 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1134,African American / Black,Male,20-29,21,5,4
1035687,04/22/2010 10:17:34 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1134,African American / Black,Male,40-49,22,5,4
1035690,04/23/2010 02:06:24 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1111,African American / Black,Male,40-49,2,6,4
1035692,04/23/2010 04:10:07 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1122,African American / Black,Male,30-39,4,6,4
1035701,04/23/2010 12:10:57 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1111,African American / Black,Female,70+,12,6,4
1035701,04/23/2010 12:10:57 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1111,African American / Black,Male,40-49,12,6,4
1035701,04/23/2010 12:10:57 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1111,African American / Black,Female,50-59,12,6,4
1035710,04/23/2010 06:29:53 PM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,231,African American / Black,Male,0-19,18,6,4
1035715,04/23/2010 11:03:55 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,614,African American / Black,Male,20-29,23,6,4
1035716,04/24/2010 01:58:31 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1131,African American / Black,Female,20-29,1,7,4
1035719,04/24/2010 09:30:45 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,825,African American / Black,Male,30-39,9,7,4
1035722,04/24/2010 11:13:59 AM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,832,African American / Black,Male,0-19,11,7,4
1035724,04/24/2010 12:28:45 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,323,African American / Black,Male,0-19,12,7,4
1035727,04/24/2010 02:33:16 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1433,Hispanic,Female,30-39,14,7,4
1035728,04/24/2010 03:14:24 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1223,Hispanic,Male,20-29,15,7,4
1035729,04/24/2010 03:40:26 PM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,1135,African American / Black,Female,50-59,15,7,4
1035733,04/24/2010 06:23:30 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,1531,African American / Black,Female,40-49,18,7,4
1035733,04/24/2010 06:23:30 PM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,1531,African American / Black,Male,0-19,18,7,4
1035735,04/24/2010 07:43:06 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,732,African American / Black,Male,0-19,19,7,4
1035735,04/24/2010 07:43:06 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,732,African American / Black,Female,30-39,19,7,4
1035736,04/24/2010 08:26:42 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,132,African American / Black,Male,40-49,20,7,4
1035738,04/24/2010 10:49:14 PM,IPRA,Complaint,Closed,Firearm Discharge - Hits,No Finding,Yes,311,African American / Black,Male,0-19,22,7,4
1035739,04/24/2010 10:53:36 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,933,African American / Black,Male,0-19,22,7,4
1035740,04/25/2010 05:14:49 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1624,Hispanic,Male,30-39,5,1,4
1035741,04/25/2010 10:20:33 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,313 | 311,African American / Black,Male,30-39,10,1,4
1035744,04/25/2010 12:01:31 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1822,White,Male,30-39,12,1,4
1035748,04/25/2010 04:03:32 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,611,African American / Black,Male,0-19,16,1,4
1035751,04/25/2010 07:18:36 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,2531,African American / Black,Male,20-29,19,1,4
1035757,04/26/2010 09:12:03 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,831,African American / Black,Male,20-29,9,2,4
1035763,04/26/2010 11:54:50 AM,IPRA,Complaint,Closed,Excessive Force,UNFOUNDED,No,2433 | 2432,White,Male,60-69,11,2,4
1035764,04/26/2010 12:28:19 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1211,African American / Black,Male,0-19,12,2,4
1035769,04/26/2010 02:47:09 PM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,1832,African American / Black,Male,20-29,14,2,4
1035770,04/26/2010 03:12:16 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,322,African American / Black,Male,20-29,15,2,4
1035785,04/27/2010 10:39:04 AM,IPRA,Complaint,Closed,Domestic Violence,NOT SUSTAINED,No,522,African American / Black,Male,50-59,10,3,4
1035791,04/27/2010 12:44:39 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,233,African American / Black,Male,40-49,12,3,4
1035805,04/27/2010 05:28:18 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1014,African American / Black,Female,0-19,17,3,4
1035811,04/27/2010 08:48:23 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,2432 | 2412,African American / Black,Male,20-29,20,3,4
1035813,04/27/2010 09:25:58 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2232,African American / Black,Male,20-29,21,3,4
1035814,04/27/2010 09:42:54 PM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,523,African American / Black,Female,20-29,21,3,4
1035815,04/28/2010 01:29:39 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1023,African American / Black,Male,30-39,1,4,4
1035816,04/28/2010 02:43:55 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,2312,African American / Black,Male,30-39,2,4,4
1035819,04/28/2010 09:28:34 AM,IPRA,Complaint,Closed,OC Discharge,NO AFFIDAVIT,No,2312,African American / Black,Male,30-39,9,4,4
1035822,04/28/2010 10:38:52 AM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1231,African American / Black,Male,0-19,10,4,4
1035822,04/28/2010 10:38:52 AM,IPRA,Complaint,Closed,Miscellaneous,NO AFFIDAVIT,No,1231,African American / Black,Female,40-49,10,4,4
1035826,04/28/2010 11:01:32 AM,IPRA,Complaint,Closed,Verbal Abuse,NO AFFIDAVIT,No,624,Asian or Pacific Islander,Male,20-29,11,4,4
1035828,04/28/2010 11:48:38 AM,IPRA,Complaint,Closed,Miscellaneous,NOT SUSTAINED,No,733 | 621,African American / Black,Male,30-39,11,4,4
1035831,04/28/2010 12:10:59 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,812,Hispanic,Male,0-19,12,4,4
1035840,04/28/2010 03:12:54 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,UNFOUNDED,No,1121,African American / Black,Male,70+,15,4,4
1035840,04/28/2010 03:12:54 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,UNFOUNDED,No,1121,African American / Black,Female,70+,15,4,4
1035842,04/28/2010 03:47:35 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,523,African American / Black,Male,50-59,15,4,4
1035842,04/28/2010 03:47:35 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,523,African American / Black,Male,40-49,15,4,4
1035848,04/28/2010 06:49:35 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,323,African American / Black,Male,20-29,18,4,4
1035849,04/28/2010 06:54:20 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1132,African American / Black,Female,0-19,18,4,4
1035852,04/28/2010 09:05:27 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,933,African American / Black,Female,0-19,21,4,4
1035853,04/28/2010 10:30:09 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1923,Hispanic,Female,30-39,22,4,4
1035854,04/28/2010 10:41:46 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1523,African American / Black,Male,0-19,22,4,4
1035855,04/28/2010 11:54:54 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1231,African American / Black,Male,20-29,23,4,4
1035858,04/29/2010 04:41:35 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,911,Hispanic,Male,40-49,4,5,4
1035864,04/29/2010 11:38:54 AM,IPRA,Complaint,Closed,Verbal Abuse,NOT SUSTAINED,No,823,African American / Black,Female,30-39,11,5,4
1035868,04/29/2010 01:46:41 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1133,African American / Black,Male,20-29,13,5,4
1035871,04/29/2010 02:00:31 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,631,African American / Black,Male,50-59,14,5,4
1035872,04/29/2010 02:08:45 PM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1133,African American / Black,Male,20-29,14,5,4
1035875,04/29/2010 04:14:50 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,935,White,Male,20-29,16,5,4
1035877,04/29/2010 08:39:54 PM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1112,Hispanic,Male,20-29,20,5,4
1035879,04/30/2010 03:32:11 AM,IPRA,Notification,Closed,Firearm Discharge - No Hits,No Finding,No,1622,African American / Black,Male,40-49,3,6,4
1035880,04/30/2010 03:57:03 AM,IPRA,Notification,Closed,OC Discharge,No Finding,No,2532,African American / Black,Male,20-29,3,6,4
1035881,04/30/2010 04:04:38 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,533,African American / Black,Male,20-29,4,6,4
1035882,04/30/2010 08:14:57 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,2112,White,Male,40-49,8,6,4
1035882,04/30/2010 08:14:57 AM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NOT SUSTAINED,No,2112,White,Male,40-49,8,6,4
1035884,04/30/2010 08:57:57 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,832,African American / Black,Male,20-29,8,6,4
1035885,04/30/2010 09:35:50 AM,IPRA,Complaint,Closed,Excessive Force,SUSTAINED,No,621,African American / Black,Male,20-29,9,6,4
1035895,04/30/2010 01:06:23 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1112,African American / Black,Male,0-19,13,6,4
1035910,04/30/2010 09:11:23 PM,IPRA,Complaint,Closed,Excessive Force,NOT SUSTAINED,No,1524,African American / Black,Female,40-49,21,6,4
1035911,05/01/2010 02:35:47 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,831,African American / Black,Male,30-39,2,7,5
1035913,05/01/2010 04:19:16 AM,IPRA,Notification,Closed,Taser Notification,No Finding,No,1831,White,Male,20-29,4,7,5
1035914,05/01/2010 07:25:05 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,1124,Hispanic,Male,20-29,7,7,5
1035916,05/01/2010 10:19:47 AM,IPRA,Complaint,Closed,Excessive Force,NO AFFIDAVIT,No,2535,Hispanic,Female,0-19,10,7,5
1035922,05/01/2010 04:58:41 PM,IPRA,Notification,Closed,OC Discharge,No Finding,No,1511,African American / Black,Male,40-49,16,7,5
1035924,05/01/2010 05:43:19 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,2234,African American / Black,Female,0-19,17,7,5
1035924,05/01/2010 05:43:19 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,2234,African American / Black,Male,20-29,17,7,5
1035924,05/01/2010 05:43:19 PM,IPRA,Complaint,Closed,Unnecessary Display of Weapon,NO AFFIDAVIT,No,2234,African American / Black,Female,50-59,17,7,5
